# uniform1 uniform2 gaussian1 gaussian2
  0.304604 0.139684 -0.016339 -0.353016
  0.116040 0.462275 0.456802 1.000004
  0.801482 0.305034 0.227702 -1.191673
  0.416023 0.412359 1.113616 1.008079
  0.534538 0.468268 -1.375390 -0.466435
  0.655709 0.580823 -0.084800 -1.579658
  0.441686 0.018164 0.217079 -0.425643
  0.133391 0.722700 0.050880 0.722649
  0.174348 0.240088 -0.704950 -1.420355
  0.227212 0.108156 0.793712 -0.794873
  0.045662 0.042442 0.034470 0.030854
  0.425071 0.932325 1.045707 0.652823
  0.585628 0.984772 0.222171 -0.746441
  0.377980 0.507406 -0.252583 0.424642
  0.342542 0.415962 0.741131 0.296910
  0.183068 0.679539 -0.613885 0.195714
  0.745442 0.501672 -0.614215 -0.782562
  0.556018 0.294426 -0.697819 -2.575515
  0.774608 0.645428 1.001807 -0.413546
  0.271590 0.136946 -0.035146 0.319806
  0.254466 0.301227 -0.448089 -0.295436
  0.549742 0.583080 -1.094765 -0.185595
  0.498366 0.001794 -0.506765 -1.344648
  0.152462 0.034321 0.731016 -0.572798
  0.413426 0.955398 1.498777 -0.366480
  0.137917 0.295003 -0.730836 0.807277
  0.736534 0.736215 -0.017561 -1.603565
  0.851634 0.123949 -0.221611 -0.889250
  0.061667 0.194395 0.370622 0.632337
  0.552101 0.809250 -0.526928 -0.857580
  0.741754 0.153344 -1.694314 1.325232
  0.710165 0.802443 0.303681 0.817354
  0.375590 0.124038 -1.836445 0.406209
  0.746602 0.440165 -1.142241 -0.041099
  0.760078 0.218270 1.325870 0.740075
  0.281379 0.565310 -1.076701 0.021951
  0.127200 0.482273 -0.224166 -0.364139
  0.477381 0.953985 0.992100 -0.791262
  0.450673 0.238086 0.828954 0.120426
  0.097067 0.907404 -0.010777 -0.974495
  0.118557 0.311916 1.066129 0.268842
  0.119864 0.270569 1.210058 0.593707
  0.662679 0.902336 0.887254 1.481299
  0.231084 0.660827 0.126180 0.675165
  0.175207 0.673317 1.147413 -0.140703
  0.392339 0.559097 0.092991 4.457987
  0.737482 0.570731 -1.063106 1.185097
  0.424864 0.886883 1.791017 0.845013
  0.914026 0.175747 0.771250 -0.731502
  0.184841 0.709802 -1.119993 -1.413761
  0.681284 0.034519 0.473523 0.594135
  0.783467 0.203036 -0.862869 -0.486746
  0.995498 0.243682 0.071301 1.049691
  0.560389 0.844195 -0.179584 0.977194
  0.734412 0.448487 -0.708960 -0.333001
  0.138528 0.140870 -1.929741 0.991096
  0.095309 0.199047 0.684681 -0.053934
  0.522260 0.347887 -0.346390 -0.302145
  0.032340 0.794867 1.789496 0.342818
  0.084849 0.231210 -1.420185 0.564524
  0.769110 0.898244 -0.480752 -0.620928
  0.098970 0.057575 0.832853 0.992280
  0.867124 0.941298 2.017037 0.385943
  0.279678 0.851158 -1.128212 1.223627
  0.835499 0.119721 1.258460 -1.196305
  0.516887 0.856452 -0.959508 -1.072206
  0.999906 0.522274 0.132030 0.432312
  0.555594 0.542210 2.311813 -1.013051
  0.063204 0.737714 -0.167528 -1.223256
  0.845184 0.738273 0.857336 -0.568563
  0.744435 0.266429 -1.723820 -0.855654
  0.168789 0.289508 -0.680887 0.570361
  0.014240 0.648082 0.654398 0.877851
  0.630416 0.863898 0.362900 -0.215798
  0.627158 0.945768 1.033384 0.679841
  0.099511 0.354789 -1.000346 0.996984
  0.214200 0.580333 -0.100573 1.272515
  0.655163 0.476308 0.156728 0.017974
  0.383680 0.222319 0.673785 -0.930330
  0.925400 0.878929 -0.506670 0.341558
  0.643118 0.966796 -0.543447 -0.127679
  0.559644 0.887684 -0.278420 1.480131
  0.310583 0.381669 -1.621487 -0.912209
  0.664269 0.893994 -2.055734 -1.045294
  0.010352 0.346142 0.279043 -0.397717
  0.333587 0.714800 -0.414233 -0.111406
  0.042005 0.719300 0.885194 -0.864367
  0.237735 0.053470 1.225036 0.755703
  0.865352 0.185090 -0.816651 -0.117494
  0.175912 0.128787 -0.291688 -1.934774
  0.852259 0.329128 1.144633 -0.488853
  0.316973 0.714010 2.025214 -0.822294
  0.415466 0.224390 0.776271 1.381288
  0.940879 0.088110 -0.633678 -0.644478
  0.474578 0.282550 0.781967 -0.096454
  0.907487 0.940329 -0.137532 0.772197
  0.310365 0.491571 0.148616 -1.728436
  0.521296 0.887821 0.416676 -0.684508
  0.930930 0.599580 0.007727 0.547539
  0.754687 0.561144 1.103709 -1.122688
  0.313155 0.458203 -1.190473 0.865273
  0.059279 0.454024 0.617564 -0.053922
  0.193152 0.349884 1.085217 0.031204
  0.910304 0.626814 1.351124 -1.248338
  0.253158 0.849215 -0.197814 0.039375
  0.615206 0.457932 -1.162733 -1.537746
  0.372567 0.681921 -0.842493 -1.625654
  0.583212 0.838780 -1.295624 0.848115
  0.009140 0.905625 -0.256326 0.125808
  0.386660 0.137533 -1.464043 0.744600
  0.439688 0.129723 -0.213675 -2.146857
  0.237632 0.463005 -1.605095 -2.195999
  0.873375 0.574235 1.640635 -0.798811
  0.156298 0.253388 -1.049344 -1.205106
  0.069213 0.736599 -0.777536 1.167997
  0.149180 0.411433 -0.276144 -0.562833
  0.715310 0.926649 0.529285 0.722293
  0.413365 0.469311 -0.280096 -0.730472
  0.885263 0.148586 -1.776074 -0.529897
  0.064952 0.327701 -1.620247 0.161036
  0.251529 0.653910 0.263624 -1.863476
  0.517638 0.663764 -0.003097 -0.029407
  0.824880 0.668286 -1.467761 1.057890
  0.981763 0.753771 -1.497952 0.859478
  0.964457 0.639977 0.976458 -0.784119
  0.885508 0.412922 -0.093642 -0.704610
  0.177444 0.397168 1.015730 0.864193
  0.865635 0.071102 0.762272 0.002384
  0.344219 0.200128 0.084933 0.253870
  0.676136 0.320865 1.770300 1.900950
  0.211706 0.816064 -1.606097 0.956619
  0.913610 0.501150 -0.496184 0.265892
  0.658406 0.220366 -0.256279 -1.541749
  0.643293 0.033388 -0.837068 -0.983059
  0.810281 0.958272 0.313668 -1.352785
  0.247522 0.242386 -0.191465 0.100404
  0.441917 0.504592 1.225604 -1.737052
  0.051578 0.389393 -0.160729 1.256061
  0.512521 0.824725 0.613522 -1.721635
  0.141863 0.335825 -0.279303 0.585392
  0.117053 0.270537 1.203720 -1.080610
  0.030187 0.818089 0.618893 -0.327285
  0.881077 0.475268 -1.201027 0.372869
  0.467567 0.233010 -0.141232 -1.484595
  0.247460 0.417567 -0.291065 2.427837
  0.104968 0.291178 0.479657 2.464069
  0.066970 0.922108 1.064783 1.853782
  0.344870 0.088301 0.521140 0.386287
  0.874453 0.820283 0.290448 0.323190
  0.414601 0.685906 -1.260740 -0.404232
  0.169026 0.097203 -0.193800 -0.345995
  0.696361 0.996918 -0.380677 1.981390
  0.603219 0.000032 -0.839858 -1.370467
  0.543078 0.105112 -0.839893 1.666481
  0.159467 0.869576 -0.296504 0.938308
  0.932372 0.505299 0.030539 -0.716000
  0.471397 0.152504 0.984745 1.227317
  0.842029 0.219697 -0.442856 -0.070834
  0.692409 0.944779 -0.116982 2.746591
  0.906693 0.995269 -0.633269 1.643743
  0.609932 0.275673 -0.669992 0.180855
  0.382964 0.342766 1.598765 0.140030
  0.426302 0.721781 -0.342668 -0.804211
  0.123832 0.875072 0.551126 2.460936
  0.336241 0.989019 -0.182364 -0.560215
  0.501584 0.186875 1.716330 0.935308
  0.824470 0.520170 -0.312411 -1.172547
  0.565744 0.907170 -0.465744 -1.110159
  0.411199 0.149310 0.912303 0.870872
  0.713184 0.450596 -1.043001 0.586245
  0.818107 0.076418 0.181974 0.537269
  0.193998 0.729684 -0.275891 -0.038321
  0.985369 0.541367 0.426370 0.349833
  0.013828 0.822270 -1.207952 -0.195517
  0.348866 0.904348 -0.703683 -0.692871
  0.450270 0.242627 -1.895133 -1.081226
  0.738905 0.190062 0.301232 -0.873848
  0.544631 0.513031 1.445877 0.572046
  0.206737 0.383353 0.957350 -0.690334
  0.802251 0.692794 1.040031 -1.048427
  0.918870 0.694175 -1.704010 -0.119725
  0.998860 0.701396 0.940407 -1.046916
  0.604201 0.151142 0.723693 0.440988
  0.659489 0.419533 -1.072771 0.472720
  0.099366 0.557164 -1.063956 0.162646
  0.165576 0.196353 -0.305948 -0.249244
  0.781196 0.513037 0.535141 -0.945947
  0.636759 0.319412 1.326065 -0.730703
  0.982939 0.423516 -0.141772 -0.682867
  0.523655 0.519136 -1.228217 -0.929329
  0.101596 0.228453 1.328135 0.713619
  0.065121 0.124000 0.367539 -0.713335
  0.767803 0.235734 -2.594694 0.116472
  0.977541 0.582935 -0.505674 0.016070
  0.182285 0.428476 0.533574 -0.703667
  0.609897 0.332291 -1.198231 2.685269
  0.638683 0.735329 -0.994510 -0.330001
  0.015867 0.648149 1.035168 0.977851
  0.518849 0.057267 -1.306074 0.308755
  0.584858 0.413315 0.751104 1.457125
  0.676412 0.852794 1.144503 -1.662081
  0.724718 0.417245 -1.249347 -1.270943
  0.974125 0.514071 1.811773 0.763818
  0.222169 0.159887 0.668042 1.483780
  0.678182 0.736641 -0.763874 -1.078338
  0.903039 0.704728 -0.175714 0.009452
  0.173453 0.523860 -0.284420 0.803284
  0.997068 0.419921 1.157309 0.005277
  0.700655 0.817684 -1.572970 -1.289502
  0.934147 0.535959 0.992211 0.611915
  0.178445 0.802140 -1.123470 0.034902
  0.106266 0.505908 -2.845321 1.049082
  0.396900 0.126787 -0.790476 0.537122
  0.201852 0.557326 -0.511110 -0.449197
  0.500754 0.232291 1.835793 0.982458
  0.496416 0.721332 -0.239494 -0.010759
  0.206820 0.204275 0.921449 0.668465
  0.185246 0.708807 -0.601349 -0.016606
  0.771761 0.732689 0.761677 0.565316
  0.557072 0.341291 1.170911 -0.214174
  0.030669 0.187036 -0.159333 0.973474
  0.332692 0.477143 0.788172 -0.949505
  0.706110 0.077379 1.679471 -0.046730
  0.533871 0.909882 -1.356294 -0.075073
  0.774632 0.730825 0.575251 1.301338
  0.133518 0.253072 0.115688 -0.069283
  0.421359 0.399545 -0.221828 0.952572
  0.312593 0.650053 -0.982127 0.520826
  0.618656 0.664488 -0.131705 1.144343
  0.718306 0.849034 -0.738031 0.467119
  0.851280 0.233949 0.689008 0.231074
  0.037032 0.797246 -0.276124 0.089932
  0.594908 0.445210 -0.264753 0.053124
  0.618282 0.189620 -0.396649 -1.123927
  0.775251 0.359821 0.526258 -0.501454
  0.721771 0.959935 0.430096 0.122924
  0.195385 0.359764 -0.482715 1.283803
  0.186063 0.537513 0.129448 -0.222727
  0.321964 0.041394 -0.057959 -0.680270
  0.475558 0.306484 -0.754935 0.151252
  0.262372 0.572989 -1.464898 0.813777
  0.418370 0.027940 0.015859 -1.267160
  0.343154 0.404333 -0.377412 1.610462
  0.185046 0.107667 1.843945 0.550480
  0.430977 0.708695 0.314300 -0.757685
  0.718061 0.706543 -0.346792 -0.366132
  0.825277 0.542833 1.120120 -0.437186
  0.218539 0.755421 1.042257 -1.161304
  0.384498 0.127148 -1.286080 -0.051686
  0.232532 0.778855 -0.884534 -0.505160
  0.022632 0.358023 -1.305109 0.165134
  0.543799 0.165024 1.450303 0.373905
  0.077870 0.168503 0.883573 -0.409297
  0.359159 0.605667 0.322904 0.364706
  0.317836 0.899941 -0.872161 -0.326916
  0.116494 0.863577 -0.075177 -1.421380
  0.058195 0.345637 -1.053330 -0.546338
  0.929642 0.484547 1.411210 0.589355
  0.235589 0.844866 -0.519325 1.102329
  0.918477 0.273894 1.020411 0.042679
  0.116489 0.549744 -1.723578 -1.436255
  0.451758 0.655389 0.710303 -0.404254
  0.870799 0.161558 -0.456811 1.646095
  0.438507 0.519474 1.483869 0.073939
  0.893723 0.731365 0.818926 -1.634211
  0.976375 0.954098 -0.051220 -0.317575
  0.519128 0.449141 1.373069 -1.281934
  0.051881 0.196882 0.305896 2.228727
  0.997706 0.595806 -0.463532 -1.082649
  0.278956 0.874990 0.685500 0.650245
  0.005542 0.636169 -0.098691 -0.498379
  0.823467 0.650017 -0.817954 -0.081805
  0.880465 0.752412 -0.785582 -0.044396
  0.788726 0.185263 -0.448490 0.658101
  0.363897 0.696712 -0.010069 0.334228
  0.968101 0.008577 1.688184 -0.607859
  0.412921 0.900713 0.333581 1.814595
  0.208781 0.607980 2.633995 -1.199063
  0.281116 0.191120 -2.626208 -1.378875
  0.055653 0.928381 -0.548086 -1.063759
  0.472299 0.748290 0.177600 0.042992
  0.996797 0.081098 -1.950118 1.211983
  0.224499 0.299154 -0.159812 0.858844
  0.278087 0.502415 0.937838 0.175598
  0.294812 0.993050 -1.954722 -1.038208
  0.270118 0.973469 0.118239 1.055870
  0.214975 0.383046 -1.564149 1.562420
  0.520175 0.517512 1.719508 -0.559745
  0.812945 0.774801 -0.553540 1.568791
  0.312023 0.271588 -0.231848 -0.137679
  0.665138 0.062230 0.922551 0.274265
  0.039067 0.836765 -1.001594 0.662730
  0.686135 0.764318 -0.015343 -0.748664
  0.390936 0.756834 0.249084 2.675086
  0.434671 0.265721 0.031799 0.459205
  0.612099 0.908778 0.153607 0.232511
  0.706355 0.906621 0.116119 0.790706
  0.457783 0.011786 0.752331 0.008858
  0.023327 0.886056 1.155987 0.165909
  0.144199 0.987636 1.940546 -0.628482
  0.176630 0.222302 -0.173174 -0.233756
  0.441691 0.837898 -0.496704 -1.939959
  0.711907 0.315569 1.508263 -0.051319
  0.681152 0.680497 -1.228170 -0.362087
  0.840051 0.953488 0.564967 1.197622
  0.912402 0.970938 -0.270608 -0.534690
  0.642480 0.298893 -1.020243 -1.930032
  0.981538 0.001836 1.582379 0.215141
  0.155325 0.580335 -0.684507 -0.898196
  0.418595 0.977437 -0.506063 0.985013
  0.887588 0.731258 -0.243379 -1.448772
  0.707617 0.778672 0.408696 -0.196118
  0.366896 0.225870 -0.611046 1.452679
  0.493810 0.693517 0.907649 0.196946
  0.289153 0.777502 -1.423382 0.160701
  0.778553 0.271469 0.954939 -0.693306
  0.444439 0.264866 1.403632 1.056109
  0.307207 0.973770 0.022667 -1.891642
  0.481775 0.224989 1.370620 0.904565
  0.948402 0.326047 0.492690 1.534255
  0.647999 0.614897 -1.588195 -0.109951
  0.977958 0.281121 -0.696626 0.126450
  0.214409 0.467180 -0.216735 -0.507434
  0.453571 0.820378 1.157511 0.589530
  0.527592 0.553328 1.627018 0.429569
  0.975524 0.582997 -0.287768 -0.270297
  0.226861 0.692665 -0.288886 0.305566
  0.390644 0.940881 -0.749786 0.686764
  0.327024 0.017513 0.500487 2.230366
  0.641112 0.755071 -1.540601 0.965447
  0.150183 0.872685 0.125483 1.349595
  0.965249 0.973210 -0.030944 0.612144
  0.935796 0.360198 -1.295910 -1.737925
  0.624351 0.844197 0.432274 0.578084
  0.389716 0.567502 0.701847 1.643733
  0.878419 0.760068 -0.369505 -0.327675
  0.293293 0.986312 -0.118897 1.295635
  0.177651 0.680064 -2.123392 -0.829090
  0.524145 0.533785 0.426045 0.119550
  0.823774 0.694344 -1.451714 0.771172
  0.866378 0.016222 1.184572 0.093084
  0.538457 0.904888 0.597526 0.456012
  0.412219 0.725664 0.766652 -1.595296
  0.592422 0.422685 0.248852 -1.234386
  0.789076 0.929936 0.780514 -1.693361
  0.548976 0.719714 -0.275966 -0.452128
  0.825508 0.368862 0.696425 -2.372523
  0.689745 0.284897 0.793379 -0.486797
  0.187064 0.552793 -0.292542 -0.569229
  0.120031 0.328412 0.798102 0.592479
  0.976252 0.022733 0.547301 -0.373764
  0.404680 0.438106 0.778657 -0.241594
  0.520806 0.459627 -0.321935 -0.730843
  0.568965 0.532422 -0.798157 -1.213806
  0.363712 0.480399 -2.626686 -0.885876
  0.801362 0.973799 -1.377611 0.258582
  0.705765 0.594677 0.430034 -1.057131
  0.004780 0.821803 2.210287 -0.102452
  0.744255 0.729131 -0.270779 -0.947743
  0.148907 0.184481 -1.320802 0.923642
  0.672226 0.815728 -0.475368 0.164096
  0.637708 0.123716 0.753535 0.023281
  0.847065 0.753016 0.543778 -0.258833
  0.379413 0.200209 -0.312671 0.658605
  0.867974 0.975414 -1.309636 0.318456
  0.127447 0.640675 -2.434449 -0.083072
